issue_id, start_time, abandoned/resolved, answer_time, abandoned_time, resolved_time
1020, 6:11, abandoned, 17:17, 18:53,
1784, 8:46, resolved, 18:53, , 19:14
1095, 9:26, abandoned, 19:14, 20:17,
1489, 10:29, resolved, 20:17, , 21:24
1444, 9:34, abandoned, 21:24, 21:51,
1393, 11:04, abandoned, 21:51, 22:38,
1473, 10:38, abandoned, 22:38, 23:32,
1544, 12:32, resolved, 23:32, , 0:54
1172, 1:00, resolved, 1:00, , 1:40
1535, 1:09, resolved, 1:40, , 1:57
1681, 1:11, abandoned, 1:57, 2:18,
1190, 2:21, abandoned, 2:21, 2:26,
1467, 3:39, abandoned, 3:39, 4:48,
1861, 5:35, resolved, 5:35, , 6:56
1711, 8:34, abandoned, 8:34, 9:07,
1350, 10:15, resolved, 10:15, , 11:18
1876, 12:51, resolved, 12:51, , 13:45
1959, 2:07, abandoned, 13:45, 14:37,
1435, 4:31, resolved, 14:37, , 14:43
1870, 4:38, resolved, 14:43, , 15:03
1480, 3:57, abandoned, 15:03, 16:33,
1617, 5:33, abandoned, 16:33, 18:01,
1118, 8:32, abandoned, 18:01, 18:17,
1583, 8:04, resolved, 18:17, , 18:28
1938, 6:18, resolved, 18:28, , 19:46
1290, 8:26, abandoned, 19:46, 20:51,
1178, 9:33, abandoned, 20:51, 21:41,
1277, 10:12, abandoned, 21:41, 22:10,
1849, 11:25, resolved, 22:10, , 23:45
1055, 12:15, resolved, 23:45, , 0:10
1851, 2:14, abandoned, 2:14, 2:35,
1376, 3:13, resolved, 3:13, , 4:13
1971, 7:00, resolved, 7:00, , 8:58
1163, 8:38, abandoned, 8:58, 9:13,
1184, 10:04, abandoned, 10:04, 10:46,
1870, 10:39, abandoned, 10:46, 10:49,
1620, 11:03, resolved, 11:03, , 11:51
1865, 12:13, resolved, 12:13, , 13:48
1395, 2:03, resolved, 13:48, , 14:30
1978, 2:44, abandoned, 14:30, 14:32,
1570, 3:24, abandoned, 14:32, 15:46,
1542, 5:09, resolved, 15:46, , 16:00
1904, 4:13, resolved, 16:00, , 16:58
1511, 5:29, resolved, 16:58, , 17:47
1325, 7:57, resolved, 17:47, , 19:01
1872, 9:43, abandoned, 19:01, 19:55,
1711, 7:58, abandoned, 19:55, 20:26,
1696, 10:39, abandoned, 20:26, 21:27,
1184, 11:21, abandoned, 21:27, 21:42,
1232, 11:26, abandoned, 21:42, 21:56,
1371, 11:45, resolved, 21:56, , 22:43
1925, 11:15, abandoned, 22:43, 23:33,
1302, 12:36, abandoned, 23:33, 0:56,
1595, 1:02, resolved, 1:02, , 2:24
1124, 3:48, abandoned, 3:48, 4:49,
1051, 5:58, abandoned, 5:58, 6:23,
1253, 7:21, abandoned, 7:21, 8:34,
1148, 10:03, resolved, 10:03, , 10:16
1261, 10:55, abandoned, 10:55, 12:01,
1421, 2:07, resolved, 12:01, , 13:34
1628, 1:55, abandoned, 13:34, 13:42,
1247, 3:28, resolved, 13:42, , 14:23
1487, 2:52, abandoned, 14:23, 15:59,
1496, 3:56, abandoned, 15:59, 16:27,
1897, 5:23, abandoned, 16:27, 17:35,
1150, 6:03, abandoned, 17:35, 18:11,
1623, 8:42, abandoned, 18:11, 18:13,
1011, 6:53, abandoned, 18:13, 19:08,
1830, 9:38, resolved, 19:08, , 20:54
1691, 10:42, resolved, 20:54, , 21:02
1028, 11:53, abandoned, 21:02, 21:36,
1495, 11:17, resolved, 21:36, , 22:04
1487, 10:39, abandoned, 22:04, 23:53,
1330, 13:42, resolved, 23:53, , 0:26
1240, 1:08, resolved, 1:08, , 2:30
1515, 4:40, resolved, 4:40, , 4:47
1395, 6:27, resolved, 6:27, , 6:30
1356, 7:09, abandoned, 7:09, 7:40,
1629, 9:53, resolved, 9:53, , 10:06
1309, 11:21, abandoned, 11:21, 11:56,
1367, 1:44, abandoned, 11:56, 12:15,
1396, 2:37, resolved, 12:15, , 13:20
1577, 2:16, resolved, 13:20, , 13:37
1769, 3:13, resolved, 13:37, , 14:56
1484, 3:12, resolved, 14:56, , 15:18
1006, 4:34, resolved, 15:18, , 16:34
1001, 4:46, resolved, 16:34, , 16:43
1651, 5:55, resolved, 16:43, , 17:32
1924, 7:23, resolved, 17:32, , 17:43
1489, 7:30, resolved, 17:43, , 18:27
1957, 8:26, resolved, 18:27, , 18:33
1400, 8:06, resolved, 18:33, , 18:36
1344, 7:45, resolved, 18:36, , 18:46
1694, 8:32, resolved, 18:46, , 20:01
1595, 10:06, abandoned, 20:01, 21:07,
1993, 9:37, abandoned, 21:07, 22:02,
1008, 10:44, abandoned, 22:02, 22:04,
1821, 12:53, abandoned, 22:04, 22:59,
1357, 12:21, resolved, 22:59, , 0:01
1052, 2:48, abandoned, 2:48, 3:10,
1390, 5:09, abandoned, 5:09, 6:29,
1632, 6:17, abandoned, 6:29, 7:27,
1001, 9:54, resolved, 9:54, , 10:15
1904, 10:56, abandoned, 10:56, 11:40,
1422, 1:36, abandoned, 11:40, 12:07,
1736, 2:46, resolved, 12:07, , 12:22
1720, 12:56, abandoned, 12:56, 14:01,
1346, 3:22, abandoned, 14:01, 14:04,
1095, 2:50, abandoned, 14:04, 14:27,
1185, 3:45, resolved, 14:27, , 15:20
1998, 4:46, abandoned, 15:20, 16:52,
1993, 5:23, abandoned, 16:52, 17:19,
1146, 7:02, resolved, 17:19, , 18:01
1869, 7:06, resolved, 18:01, , 18:28
1336, 8:28, abandoned, 18:28, 18:34,
1084, 7:41, resolved, 18:34, , 19:44
1758, 8:45, resolved, 19:44, , 20:20
1910, 9:22, abandoned, 20:20, 21:27,
1353, 11:16, resolved, 21:27, , 21:40
1381, 9:39, resolved, 21:40, , 22:35
1362, 12:48, abandoned, 22:35, 22:42,
1736, 12:45, resolved, 22:42, , 22:47
1421, 11:54, abandoned, 22:47, 23:22,
1104, 13:19, resolved, 23:22, , 23:35
1029, 13:29, abandoned, 23:35, 0:00,
1307, 0:59, abandoned, 0:59, 1:50,
1702, 3:07, abandoned, 3:07, 4:56,
1776, 5:09, abandoned, 5:09, 6:49,
1564, 6:16, resolved, 6:49, , 7:44
1387, 7:17, resolved, 7:44, , 8:17
1631, 8:44, resolved, 8:44, , 9:42
1910, 11:57, resolved, 11:57, , 13:01
1878, 3:58, resolved, 13:01, , 13:39
1138, 3:18, abandoned, 13:39, 14:14,
1955, 2:28, resolved, 14:14, , 15:37
1204, 4:09, abandoned, 15:37, 16:37,
1055, 6:33, abandoned, 16:37, 17:58,
1439, 6:49, abandoned, 17:58, 18:20,
1530, 7:45, abandoned, 18:20, 18:43,
1285, 7:06, resolved, 18:43, , 19:48
1496, 7:45, abandoned, 19:48, 21:00,
1972, 10:39, abandoned, 21:00, 21:16,
1104, 9:42, resolved, 21:16, , 21:49
1767, 10:54, resolved, 21:49, , 21:50
1082, 11:42, resolved, 21:50, , 22:41
1790, 12:48, abandoned, 22:41, 23:27,
1413, 13:29, resolved, 23:27, , 23:48
1410, 12:33, resolved, 23:48, , 0:56
1903, 0:47, abandoned, 0:56, 1:08,
1134, 2:46, abandoned, 2:46, 3:53,
1309, 5:23, abandoned, 5:23, 5:27,
1779, 7:19, abandoned, 7:19, 8:44,
1002, 9:40, abandoned, 9:40, 10:01,
1044, 12:38, resolved, 12:38, , 13:38
1495, 2:42, abandoned, 13:38, 14:12,
1361, 4:48, resolved, 14:12, , 15:55
1571, 5:37, resolved, 15:55, , 17:01
1160, 7:01, resolved, 17:01, , 17:02
1534, 7:53, abandoned, 17:02, 18:57,
1715, 8:50, resolved, 18:57, , 19:14
1690, 9:08, abandoned, 19:14, 20:14,
1468, 9:30, resolved, 20:14, , 21:49
1794, 11:30, resolved, 21:49, , 23:00
1034, 13:44, resolved, 23:00, , 0:27
1236, 2:03, abandoned, 2:03, 3:14,
1361, 3:13, resolved, 3:14, , 4:50
1633, 6:16, abandoned, 6:16, 7:31,
1302, 9:12, resolved, 9:12, , 10:50
1480, 11:53, resolved, 11:53, , 12:07
1596, 2:00, abandoned, 12:07, 13:20,
1737, 3:15, resolved, 13:20, , 14:51
1359, 3:36, resolved, 14:51, , 15:26
1498, 4:50, resolved, 15:26, , 16:08
1805, 5:57, resolved, 16:08, , 17:39
1062, 6:48, abandoned, 17:39, 19:00,
1157, 9:11, abandoned, 19:00, 20:01,
1820, 10:06, resolved, 20:01, , 20:39
1447, 8:28, resolved, 20:39, , 20:44
1723, 9:10, resolved, 20:44, , 20:49
1440, 8:39, resolved, 20:49, , 21:36
1522, 10:07, resolved, 21:36, , 22:34
1379, 11:26, resolved, 22:34, , 23:53
1388, 13:56, abandoned, 23:53, 0:43,
1727, 1:24, resolved, 1:24, , 2:51
1836, 2:27, abandoned, 2:51, 3:31,
1896, 4:10, resolved, 4:10, , 5:29
1328, 7:30, resolved, 7:30, , 8:18
1115, 9:34, abandoned, 9:34, 10:22,
1192, 11:21, resolved, 11:21, , 11:30
1169, 1:31, abandoned, 11:30, 12:56,
1729, 2:15, abandoned, 12:56, 13:15,
1906, 2:15, abandoned, 13:15, 14:16,
1141, 4:23, abandoned, 14:16, 15:23,
1126, 4:38, abandoned, 15:23, 16:31,
1768, 5:24, abandoned, 16:31, 17:42,
1549, 6:02, resolved, 17:42, , 18:30
1907, 7:42, resolved, 18:30, , 19:23
1231, 8:39, abandoned, 19:23, 20:04,
1079, 10:38, resolved, 20:04, , 20:53
1566, 9:11, abandoned, 20:53, 21:07,
1583, 11:16, resolved, 21:07, , 21:58
1106, 10:11, resolved, 21:58, , 22:09
1796, 10:13, resolved, 22:09, , 22:37
1928, 11:12, resolved, 22:37, , 23:34
1575, 13:37, resolved, 23:34, , 0:35
1191, 2:12, abandoned, 2:12, 2:38,
1463, 3:01, resolved, 3:01, , 3:45
1093, 5:20, abandoned, 5:20, 6:18,
1837, 8:28, resolved, 8:28, , 9:29
1445, 11:28, resolved, 11:28, , 12:10
1592, 2:49, resolved, 12:10, , 13:06
1908, 3:53, resolved, 13:06, , 14:17
1424, 4:36, abandoned, 14:17, 14:39,
1211, 3:20, resolved, 14:39, , 15:53
1934, 5:30, resolved, 15:53, , 16:47
1370, 6:26, abandoned, 16:47, 17:15,
1772, 7:46, resolved, 17:15, , 18:39
1396, 7:41, resolved, 18:39, , 19:39
1908, 8:31, resolved, 19:39, , 19:50
1554, 8:30, resolved, 19:50, , 20:08
1825, 9:42, resolved, 20:08, , 21:57
1121, 10:30, resolved, 21:57, , 22:31
1698, 12:03, resolved, 22:31, , 22:54
1185, 10:36, abandoned, 22:54, 23:31,
1716, 12:05, resolved, 23:31, , 23:51
1589, 12:12, resolved, 23:51, , 0:29
1079, 1:55, resolved, 1:55, , 2:17
1126, 3:33, resolved, 3:33, , 3:59
1425, 5:26, abandoned, 5:26, 6:07,
1064, 8:23, abandoned, 8:23, 9:30,
1279, 11:35, resolved, 11:35, , 11:48
1715, 1:21, resolved, 11:48, , 12:56
1955, 1:36, resolved, 12:56, , 13:17
1816, 2:20, abandoned, 13:17, 13:47,
1472, 2:39, resolved, 13:47, , 14:58
1524, 2:39, resolved, 14:58, , 15:49
1244, 5:52, abandoned, 15:49, 15:58,
1997, 4:48, resolved, 15:58, , 16:14
1951, 6:40, abandoned, 16:14, 17:01,
1478, 6:52, abandoned, 17:01, 18:49,
1764, 7:58, abandoned, 18:49, 18:53,
1052, 7:10, resolved, 18:53, , 19:56
1895, 8:04, abandoned, 19:56, 20:49,
1843, 8:13, abandoned, 20:49, 20:53,
1382, 9:55, resolved, 20:53, , 21:12
1884, 10:26, resolved, 21:12, , 21:14
1493, 10:02, abandoned, 21:14, 22:09,
1436, 11:34, resolved, 22:09, , 22:49
1799, 11:38, abandoned, 22:49, 23:06,
1825, 12:41, resolved, 23:06, , 0:49
1219, 2:23, resolved, 2:23, , 3:09
1425, 3:41, resolved, 3:41, , 3:45
1923, 5:04, resolved, 5:04, , 6:05
1098, 8:53, abandoned, 8:53, 8:54,
1336, 9:09, abandoned, 9:09, 9:29,
1498, 10:37, resolved, 10:37, , 11:15
1846, 12:33, abandoned, 12:33, 13:13,
1225, 3:38, abandoned, 13:13, 14:18,
1055, 3:48, resolved, 14:18, , 15:34
1059, 5:10, resolved, 15:34, , 16:50
1307, 4:45, resolved, 16:50, , 17:10
1416, 7:39, abandoned, 17:10, 18:56,
1845, 7:18, resolved, 18:56, , 19:54
1073, 9:37, resolved, 19:54, , 20:39
1520, 9:15, resolved, 20:39, , 21:47
1711, 11:29, resolved, 21:47, , 22:37
1466, 10:47, abandoned, 22:37, 23:05,
1040, 13:33, resolved, 23:05, , 0:03
1187, 0:40, resolved, 0:40, , 0:40
1038, 1:37, abandoned, 1:37, 1:51,
1406, 3:32, abandoned, 3:32, 4:05,
1103, 6:24, abandoned, 6:24, 6:38,
1859, 6:51, abandoned, 6:51, 7:12,
1802, 9:24, resolved, 9:24, , 10:46
1533, 10:26, abandoned, 10:46, 11:49,
1797, 1:43, resolved, 11:49, , 12:34
1980, 12:43, resolved, 12:43, , 12:51
1720, 1:28, resolved, 12:51, , 13:00
1192, 3:37, abandoned, 13:00, 13:26,
1024, 3:16, abandoned, 13:26, 14:39,
1074, 4:40, resolved, 14:39, , 15:07
1718, 4:23, abandoned, 15:07, 15:58,
1970, 5:37, abandoned, 15:58, 16:09,
1296, 5:03, resolved, 16:09, , 18:01
1749, 7:08, resolved, 18:01, , 18:56
1175, 7:06, resolved, 18:56, , 19:31
1641, 9:29, resolved, 19:31, , 20:12
1889, 10:48, resolved, 20:12, , 20:29
1061, 10:10, abandoned, 20:29, 21:48,
1648, 10:58, abandoned, 21:48, 22:20,
1866, 11:02, abandoned, 22:20, 22:29,
1367, 11:13, abandoned, 22:29, 22:33,
1441, 12:06, resolved, 22:33, , 23:42
1190, 12:51, abandoned, 23:42, 0:25,
1385, 0:56, resolved, 0:56, , 1:59
1370, 3:55, abandoned, 3:55, 4:47,
1841, 6:16, resolved, 6:16, , 6:43
1947, 8:48, resolved, 8:48, , 8:50
1006, 10:24, abandoned, 10:24, 11:55,
1209, 11:51, abandoned, 11:55, 12:17,
1394, 2:00, abandoned, 12:17, 12:44,
1910, 1:39, abandoned, 12:44, 13:28,
1608, 1:56, abandoned, 13:28, 13:58,
1890, 2:14, resolved, 13:58, , 14:50
1402, 2:39, resolved, 14:50, , 15:07
1245, 4:17, abandoned, 15:07, 15:49,
1555, 5:40, resolved, 15:49, , 16:45
1364, 5:42, abandoned, 16:45, 16:53,
1775, 6:01, resolved, 16:53, , 16:53
1386, 4:34, resolved, 16:53, , 17:18
1655, 7:06, abandoned, 17:18, 17:50,
1866, 7:50, abandoned, 17:50, 18:15,
1467, 8:07, resolved, 18:15, , 19:38
1208, 8:53, resolved, 19:38, , 19:48
1666, 9:29, resolved, 19:48, , 20:02
1435, 9:25, abandoned, 20:02, 20:25,
1102, 8:28, abandoned, 20:25, 21:55,
1456, 10:53, resolved, 21:55, , 22:18
1567, 11:50, abandoned, 22:18, 22:33,
1528, 12:41, abandoned, 22:33, 23:57,
1614, 13:09, abandoned, 23:57, 0:13,
1924, 2:42, abandoned, 2:42, 4:00,
1985, 6:34, abandoned, 6:34, 7:41,
1504, 9:49, resolved, 9:49, , 9:53
1779, 11:38, resolved, 11:38, , 12:17
1007, 2:02, resolved, 12:17, , 12:58
1886, 1:57, resolved, 12:58, , 13:17
1896, 3:17, abandoned, 13:17, 13:30,
1640, 3:52, abandoned, 13:30, 14:31,
1145, 4:31, abandoned, 14:31, 15:45,
1638, 3:47, resolved, 15:45, , 16:05
1336, 5:02, resolved, 16:05, , 17:02
1758, 5:40, resolved, 17:02, , 17:49
1482, 7:53, resolved, 17:49, , 18:44
1108, 7:49, resolved, 18:44, , 18:54
1159, 9:00, abandoned, 18:54, 19:38,
1085, 9:08, abandoned, 19:38, 20:19,
1889, 10:08, resolved, 20:19, , 21:57
1903, 9:20, abandoned, 21:57, 22:04,
1102, 10:25, resolved, 22:04, , 23:21
1604, 12:51, resolved, 23:21, , 0:02
1839, 2:39, resolved, 2:39, , 2:55
1482, 3:43, abandoned, 3:43, 3:55,
1299, 4:55, abandoned, 4:55, 5:45,
1573, 6:30, abandoned, 6:30, 7:32,
1661, 8:07, abandoned, 8:07, 8:20,
1955, 10:42, abandoned, 10:42, 11:18,
1442, 1:53, resolved, 11:18, , 12:20
1296, 1:26, abandoned, 12:20, 12:27,
1236, 2:31, resolved, 12:27, , 13:35
1191, 2:33, resolved, 13:35, , 14:35
1295, 4:35, resolved, 14:35, , 15:45
1753, 4:25, resolved, 15:45, , 16:52
1062, 5:36, abandoned, 16:52, 17:49,
1297, 7:49, abandoned, 17:49, 18:33,
1347, 6:49, abandoned, 18:33, 19:07,
1779, 9:51, resolved, 19:07, , 20:11
1988, 10:44, resolved, 20:11, , 20:11
1770, 9:59, resolved, 20:11, , 20:49
1504, 9:41, abandoned, 20:49, 21:26,
1773, 11:07, abandoned, 21:26, 22:04,
1583, 12:02, abandoned, 22:04, 22:10,
1049, 12:00, resolved, 22:10, , 22:50
1878, 11:25, resolved, 22:50, , 23:37
1624, 13:44, resolved, 23:37, , 0:27
1219, 1:22, abandoned, 1:22, 1:55,
1409, 2:21, resolved, 2:21, , 2:59
1044, 4:57, resolved, 4:57, , 5:47
1080, 7:20, resolved, 7:20, , 8:23
1442, 10:22, resolved, 10:22, , 11:59
1561, 1:07, abandoned, 11:59, 12:46,
1033, 1:16, resolved, 12:46, , 13:47
1818, 2:33, resolved, 13:47, , 13:49
1873, 2:57, abandoned, 13:49, 14:15,
1770, 4:55, abandoned, 14:15, 15:08,
1928, 5:13, resolved, 15:08, , 16:06
1764, 6:00, resolved, 16:06, , 17:28
1709, 6:07, abandoned, 17:28, 18:43,
1877, 7:46, resolved, 18:43, , 19:29
1916, 9:34, abandoned, 19:29, 19:37,
1722, 9:18, resolved, 19:37, , 19:49
1840, 8:54, resolved, 19:49, , 20:02
1721, 10:22, abandoned, 20:02, 20:55,
1174, 10:41, abandoned, 20:55, 21:08,
1045, 10:09, resolved, 21:08, , 22:44
1657, 11:00, resolved, 22:44, , 23:19
1400, 12:43, resolved, 23:19, , 0:23
1020, 1:32, resolved, 1:32, , 2:35
1129, 2:46, resolved, 2:46, , 3:25
1931, 4:56, resolved, 4:56, , 5:35
1126, 5:58, abandoned, 5:58, 6:45,
1787, 8:27, resolved, 8:27, , 9:21
1855, 10:41, resolved, 10:41, , 11:19
1410, 1:37, abandoned, 11:19, 11:27,
1942, 1:07, resolved, 11:27, , 12:00
1445, 1:05, abandoned, 12:00, 13:04,
1717, 2:25, resolved, 13:04, , 13:33
1430, 2:49, abandoned, 13:33, 14:11,
1454, 2:55, abandoned, 14:11, 15:51,
1181, 5:53, abandoned, 15:51, 16:32,
1792, 5:17, resolved, 16:32, , 17:08
1112, 6:18, resolved, 17:08, , 18:21
1279, 7:08, abandoned, 18:21, 18:24,
1121, 7:18, abandoned, 18:24, 19:01,
1924, 7:23, resolved, 19:01, , 20:59
1926, 10:48, abandoned, 20:59, 21:03,
1403, 10:52, resolved, 21:03, , 22:10
1904, 11:39, resolved, 22:10, , 22:39
1715, 11:39, abandoned, 22:39, 23:17,
1776, 11:58, resolved, 23:17, , 23:40
1290, 13:02, resolved, 23:40, , 0:29
1566, 2:27, abandoned, 2:27, 3:57,
1683, 6:00, resolved, 6:00, , 7:29
1002, 8:08, abandoned, 8:08, 8:58,
1237, 8:50, abandoned, 8:58, 9:07,
1729, 10:29, abandoned, 10:29, 11:45,
1468, 1:35, abandoned, 11:45, 12:49,
1001, 12:59, abandoned, 12:59, 14:00,
1352, 3:03, abandoned, 14:00, 14:51,
1223, 2:06, abandoned, 14:51, 15:27,
1563, 3:28, resolved, 15:27, , 15:35
1451, 4:11, resolved, 15:35, , 16:16
1277, 6:53, resolved, 16:16, , 16:44
1395, 5:25, resolved, 16:44, , 17:46
1931, 6:27, resolved, 17:46, , 17:59
1928, 6:06, resolved, 17:59, , 18:41
1048, 8:58, abandoned, 18:41, 19:08,
1662, 9:22, abandoned, 19:08, 20:02,
1753, 10:22, resolved, 20:02, , 20:19
1194, 10:47, abandoned, 20:19, 21:05,
1429, 10:47, abandoned, 21:05, 21:33,
1696, 10:57, abandoned, 21:33, 21:54,
1177, 10:34, abandoned, 21:54, 22:55,
1468, 11:42, resolved, 22:55, , 23:15
1476, 12:24, abandoned, 23:15, 0:44,
1037, 1:01, resolved, 1:01, , 1:37
1557, 2:41, resolved, 2:41, , 3:37
1034, 5:37, resolved, 5:37, , 6:30
1056, 8:27, resolved, 8:27, , 9:48
1384, 10:53, abandoned, 10:53, 11:34,
1293, 1:13, abandoned, 11:34, 12:10,
1972, 12:58, abandoned, 12:58, 13:23,
1643, 2:45, resolved, 13:23, , 14:43
1738, 2:54, resolved, 14:43, , 15:01
1801, 4:58, abandoned, 15:01, 16:39,
1529, 5:14, resolved, 16:39, , 16:46
1328, 6:05, abandoned, 16:46, 17:45,
1287, 5:16, resolved, 17:45, , 18:48
1907, 7:30, resolved, 18:48, , 19:24
1616, 9:49, resolved, 19:24, , 19:27
1402, 8:07, abandoned, 19:27, 19:39,
1479, 8:49, abandoned, 19:39, 20:01,
1979, 9:47, resolved, 20:01, , 21:28
1230, 11:28, resolved, 21:28, , 22:51
1710, 10:35, resolved, 22:51, , 23:39
1626, 12:58, abandoned, 23:39, 23:58,
1292, 13:46, abandoned, 23:58, 0:25,
1150, 2:55, resolved, 2:55, , 4:01
1182, 6:36, abandoned, 6:36, 7:52,
1816, 8:44, abandoned, 8:44, 9:07,
1426, 10:59, resolved, 10:59, , 11:58
1830, 12:14, abandoned, 12:14, 12:52,
1245, 1:25, abandoned, 12:52, 13:58,
1553, 2:43, abandoned, 13:58, 14:35,
1879, 4:30, resolved, 14:35, , 15:00
1504, 4:51, abandoned, 15:00, 15:05,
1368, 5:36, resolved, 15:05, , 16:32
1272, 6:45, resolved, 16:32, , 17:04
1287, 7:40, abandoned, 17:04, 17:19,
1164, 6:15, resolved, 17:19, , 17:20
1907, 5:38, resolved, 17:20, , 18:42
1565, 6:59, abandoned, 18:42, 19:09,
1569, 8:51, resolved, 19:09, , 20:59
1410, 9:26, resolved, 20:59, , 21:19
1378, 11:18, resolved, 21:19, , 21:21
1246, 10:14, abandoned, 21:21, 22:47,
1290, 11:26, abandoned, 22:47, 23:02,
1729, 12:43, abandoned, 23:02, 0:20,
1537, 2:23, resolved, 2:23, , 3:21
1932, 5:58, abandoned, 5:58, 6:03,
1568, 8:30, abandoned, 8:30, 9:24,
1466, 10:40, abandoned, 10:40, 11:16,
1526, 12:11, abandoned, 12:11, 13:47,
1911, 3:37, abandoned, 13:47, 14:34,
1491, 3:45, abandoned, 14:34, 15:26,
1069, 3:49, resolved, 15:26, , 16:20
1193, 5:06, resolved, 16:20, , 17:21
1543, 5:37, resolved, 17:21, , 18:42
1163, 6:58, resolved, 18:42, , 20:00
1330, 9:22, resolved, 20:00, , 21:43
1554, 9:23, abandoned, 21:43, 21:49,
1045, 9:28, abandoned, 21:49, 22:24,
1347, 12:38, abandoned, 22:24, 22:36,
1664, 12:45, resolved, 22:36, , 22:59
1197, 12:04, resolved, 22:59, , 23:34
1505, 13:46, abandoned, 23:34, 0:04,
1540, 2:19, resolved, 2:19, , 2:48
1488, 3:14, abandoned, 3:14, 4:59,
1435, 6:49, abandoned, 6:49, 7:40,
1302, 9:39, resolved, 9:39, , 10:54
1513, 12:34, abandoned, 12:34, 12:54,
1637, 1:55, abandoned, 12:54, 13:33,
1438, 2:51, abandoned, 13:33, 13:45,
1829, 3:46, resolved, 13:45, , 14:17
1097, 3:26, resolved, 14:17, , 15:54
1311, 4:57, resolved, 15:54, , 15:59
1461, 5:47, resolved, 15:59, , 16:09
1861, 5:17, abandoned, 16:09, 16:11,
1465, 4:37, resolved, 16:11, , 16:50
1406, 5:27, abandoned, 16:50, 17:04,
1790, 5:34, resolved, 17:04, , 19:01
1356, 9:34, abandoned, 19:01, 19:36,
1214, 7:43, resolved, 19:36, , 20:17
1751, 9:36, resolved, 20:17, , 21:46
1470, 10:30, resolved, 21:46, , 22:16
1186, 11:13, abandoned, 22:16, 23:14,
1190, 11:57, resolved, 23:14, , 0:25
1776, 1:01, resolved, 1:01, , 2:52
1813, 2:40, abandoned, 2:52, 3:17,
1165, 5:19, abandoned, 5:19, 5:36,
1666, 5:31, resolved, 5:36, , 6:00
1573, 8:55, abandoned, 8:55, 9:32,
1982, 11:09, abandoned, 11:09, 11:38,
1639, 12:57, abandoned, 12:57, 13:43,
1536, 3:53, abandoned, 13:43, 14:35,
1831, 3:49, abandoned, 14:35, 15:08,
1861, 5:13, abandoned, 15:08, 16:17,
1343, 4:55, abandoned, 16:17, 17:06,
1142, 7:37, resolved, 17:06, , 17:50
1704, 6:54, abandoned, 17:50, 18:04,
1108, 7:29, abandoned, 18:04, 19:28,
1475, 9:00, resolved, 19:28, , 19:31
1055, 8:33, resolved, 19:31, , 20:37
1745, 9:58, resolved, 20:37, , 21:12
1609, 11:53, resolved, 21:12, , 23:00
1701, 12:17, abandoned, 23:00, 0:04,
1445, 2:13, resolved, 2:13, , 2:15
1321, 2:18, resolved, 2:18, , 3:47
1631, 4:48, abandoned, 4:48, 5:04,
1766, 6:34, abandoned, 6:34, 7:13,
1792, 7:58, abandoned, 7:58, 8:12,
1540, 9:47, abandoned, 9:47, 10:11,
1405, 11:34, resolved, 11:34, , 11:35
1699, 1:11, abandoned, 11:35, 12:37,
1438, 2:34, resolved, 12:37, , 13:11
1966, 2:05, resolved, 13:11, , 14:43
1412, 3:46, abandoned, 14:43, 14:51,
1510, 3:15, resolved, 14:51, , 15:55
1200, 3:19, abandoned, 15:55, 16:44,
1225, 6:53, abandoned, 16:44, 17:56,
1385, 6:15, resolved, 17:56, , 18:26
1371, 7:22, abandoned, 18:26, 19:05,
1409, 7:57, resolved, 19:05, , 20:55
1619, 9:21, abandoned, 20:55, 20:56,
1042, 9:31, abandoned, 20:56, 21:32,
1329, 11:31, resolved, 21:32, , 22:03
1817, 12:11, abandoned, 22:03, 23:41,
1195, 13:11, resolved, 23:41, , 0:50
1745, 0:58, abandoned, 0:58, 1:09,
1615, 2:05, resolved, 2:05, , 3:12
1141, 4:33, abandoned, 4:33, 5:38,
1533, 7:28, resolved, 7:28, , 8:21
1920, 8:36, abandoned, 8:36, 9:09,
1259, 10:20, resolved, 10:20, , 10:48
1377, 12:30, abandoned, 12:30, 13:10,
1181, 3:47, abandoned, 13:10, 14:21,
1115, 4:25, resolved, 14:21, , 15:41
1610, 4:02, abandoned, 15:41, 16:47,
1554, 6:56, resolved, 16:47, , 17:48
1676, 7:21, abandoned, 17:48, 17:53,
1177, 6:51, resolved, 17:53, , 18:45
1157, 8:29, resolved, 18:45, , 19:11
1559, 8:10, resolved, 19:11, , 20:14
1203, 10:38, resolved, 20:14, , 22:00
1823, 12:11, resolved, 22:00, , 23:41
1770, 12:41, resolved, 23:41, , 0:13
1106, 0:58, resolved, 0:58, , 1:06
1382, 2:10, abandoned, 2:10, 2:31,
1229, 3:24, abandoned, 3:24, 3:58,
1044, 4:47, resolved, 4:47, , 5:34
1900, 6:26, resolved, 6:26, , 6:31
1700, 8:03, resolved, 8:03, , 8:21
1359, 10:29, resolved, 10:29, , 11:41
1789, 11:57, resolved, 11:57, , 12:42
1597, 2:17, abandoned, 12:42, 13:23,
1173, 2:19, abandoned, 13:23, 13:57,
1548, 2:40, resolved, 13:57, , 14:21
1247, 2:45, abandoned, 14:21, 14:59,
1901, 3:56, abandoned, 14:59, 15:48,
1500, 4:25, abandoned, 15:48, 16:36,
1283, 6:12, resolved, 16:36, , 17:56
1328, 7:01, resolved, 17:56, , 18:38
1721, 6:40, abandoned, 18:38, 18:50,
1090, 8:13, resolved, 18:50, , 19:21
